t_since_mm,treatment_id,y_wetmass_mg,wetmass_mg,pretreatment_24D,num_sample
16.0,1,1.0,160.3949265832645,0.0,9
16.0,2,0.9611277037795263,154.1600074848587,0.03,9
16.0,3,0.9415231294631112,151.01553322668119,0.3,9
26.0,1,1.0,256.78880060905743,0.0,9
26.0,2,0.9352386647595236,240.1588150068144,0.03,9
26.0,3,0.9018512793211624,231.58530834462536,0.3,9
16.0,1,1.0,165.19490541241584,0.0,10
16.0,2,1.0118689213151026,167.15559074641163,0.03,10
16.0,3,1.110018782854289,183.36944783961923,0.3,10
26.0,1,1.0000000000000004,255.8853329272128,0.0,10
26.0,2,0.9636839869378286,246.59259783421007,0.03,10
26.0,3,0.8173736230029645,209.15392164803566,0.3,10
16.0,1,0.9999999999999998,179.4292053005497,0.0,11
16.0,2,1.0404684117079248,186.69042025307812,0.03,11
16.0,3,0.7857567235814595,140.987704471785,0.3,11
26.0,1,0.9999999999999998,264.67141648185054,0.0,11
26.0,2,0.9657005242180731,255.593325642063,0.03,11
26.0,3,0.7335379696889808,194.14653348080327,0.3,11
16.0,1,0.9999999999999998,176.9437793396137,0.0,12
16.0,2,1.0229561350311358,181.00572463105334,0.03,12
16.0,3,0.9177233925519046,162.3854454665059,0.3,12
26.0,1,1.0,255.67900051840178,0.0,12
26.0,2,0.8759094052253922,223.95164127269604,0.03,12
26.0,3,0.8188966809470827,209.37468491238664,0.3,12
16.0,1,0.9999999999999997,178.45075932811113,0.0,13
16.0,2,1.0355561858265085,184.79578768766302,0.03,13
16.0,3,0.9182077244052419,163.8548656410524,0.3,13
26.0,1,1.0,257.88219258112747,0.0,13
26.0,2,0.870100184633408,224.3833433785071,0.03,13
26.0,3,0.9457185465066977,243.88397233778414,0.3,13
16.0,1,1.0000000000000002,217.28016910408496,0.0,14
16.0,2,0.8874614136073682,192.82776602195923,0.03,14
16.0,3,0.780558500912679,169.59988307393797,0.3,14
26.0,1,1.0,232.03449954617972,0.0,14
26.0,2,0.8706964752572368,202.0316208929356,0.03,14
26.0,3,0.8280056241665615,192.12587062491025,0.3,14
16.0,1,1.0,207.3081582254456,0.0,15
16.0,2,0.9990245166929291,207.1059325776771,0.03,15
16.0,3,0.8970380222336912,185.9633002474628,0.3,15
26.0,1,1.0,200.6436761306253,0.0,15
26.0,2,1.0982947985298193,220.36590585216746,0.03,15
26.0,3,0.822988996214127,165.12753761545574,0.3,15
16.0,1,1.0000000000000002,188.6993435185271,0.0,16
16.0,2,0.938227764628008,177.04296325616028,0.03,16
16.0,3,0.9446777224298325,178.2600660590867,0.3,16
26.0,1,1.0,236.94969868601925,0.0,16
26.0,2,1.0598560120522866,251.1325627063553,0.03,16
26.0,3,0.9698312640639666,229.80122579623804,0.3,16
16.0,1,0.9999999999999998,190.26870908401676,0.0,17
16.0,2,0.8912485499587317,169.57671107364973,0.03,17
16.0,3,0.7093225576777161,134.96188737351207,0.3,17
26.0,1,1.0,206.03792573653772,0.0,17
